timestamp,status,url,details
2025-10-19 19:28:23,ERR,http://192.168.1.1:8000/view/view.shtml,[WinError 10061] No connection could be made because the target machine actively refused it
2025-10-19 19:28:23,ERR,http://192.168.1.1:8000/cgistart,[WinError 10061] No connection could be made because the target machine actively refused it
2025-10-19 19:28:23,ERR,http://192.168.1.1:9600/control/multiview,[WinError 10061] No connection could be made because the target machine actively refused it
2025-10-19 19:28:23,ERR,http://192.168.1.1:9600/axis-cgi/mjpg/video.cgi,[WinError 10061] No connection could be made because the target machine actively refused it
2025-10-19 19:28:23,ERR,http://192.168.1.1:9600/cgistart,[WinError 10061] No connection could be made because the target machine actively refused it
2025-10-19 19:28:23,ERR,http://192.168.1.1:8000/multi.html,[WinError 10061] No connection could be made because the target machine actively refused it
2025-10-19 19:28:23,ERR,http://192.168.1.1:9600/view/viewer_index.shtml,[WinError 10061] No connection could be made because the target machine actively refused it
2025-10-19 19:28:23,ERR,http://192.168.1.1:8000/axis-cgi/mjpg/video.cgi,[WinError 10061] No connection could be made because the target machine actively refused it
2025-10-19 19:28:23,ERR,http://192.168.1.1:9600/control/userimage.html,[WinError 10061] No connection could be made because the target machine actively refused it
2025-10-19 19:28:23,ERR,http://192.168.1.1:1024/control/multiview,[WinError 10061] No connection could be made because the target machine actively refused it
2025-10-19 19:28:26,ERR,http://192.168.1.2:80/control/player,timed out
2025-10-19 19:28:26,ERR,http://192.168.1.2:80/axis-cgi/mjpg/video.cgi,timed out
2025-10-19 19:28:26,ERR,http://192.168.1.2:80/control/userimage.html,timed out
2025-10-19 19:28:26,ERR,http://192.168.1.2:80/view/viewer_index.shtml,timed out
2025-10-19 19:28:26,ERR,http://192.168.1.2:80/view/view.shtml,timed out
2025-10-19 19:28:26,ERR,http://192.168.1.2:80/view/index.shtml,timed out
2025-10-19 19:28:26,ERR,http://192.168.1.2:80/control/multiview,timed out
2025-10-19 19:28:26,ERR,http://192.168.1.2:80/multi.html,timed out
2025-10-19 19:28:26,ERR,http://192.168.1.2:80/cgistart,timed out
2025-10-19 19:28:26,ERR,http://192.168.1.2:8080/control/userimage.html,timed out
2025-10-19 19:28:26,ERR,http://192.168.1.2:8080/view/viewer_index.shtml,timed out
